Y,X,id,left,top,right,bottom
56.8328618124527,35.7328398782645,"91",3977761.53984598,7726033.52732973,3978761.53984598,7727033.52732973
56.8279469578568,35.7328398782645,"92",3977761.53984598,7725033.52732973,3978761.53984598,7726033.52732973
56.8230314582204,35.7328398782645,"93",3977761.53984598,7724033.52732973,3978761.53984598,7725033.52732973
56.8377760220565,35.7418230311057,"124",3978761.53984598,7727033.52732973,3979761.53984598,7728033.52732973
56.8328618124527,35.7418230311057,"125",3978761.53984598,7726033.52732973,3979761.53984598,7727033.52732973
56.8279469578568,35.7418230311057,"126",3978761.53984598,7725033.52732973,3979761.53984598,7726033.52732973
56.8230314582204,35.7418230311057,"127",3978761.53984598,7724033.52732973,3979761.53984598,7725033.52732973
56.8181153134949,35.7418230311057,"128",3978761.53984598,7723033.52732973,3979761.53984598,7724033.52732973
56.8426895867167,35.7508061839469,"157",3979761.53984598,7728033.52732973,3980761.53984598,7729033.52732973
56.8377760220565,35.7508061839469,"158",3979761.53984598,7727033.52732973,3980761.53984598,7728033.52732973
56.8328618124527,35.7508061839469,"159",3979761.53984598,7726033.52732973,3980761.53984598,7727033.52732973
56.8279469578568,35.7508061839469,"160",3979761.53984598,7725033.52732973,3980761.53984598,7726033.52732973
56.8230314582204,35.7508061839469,"161",3979761.53984598,7724033.52732973,3980761.53984598,7725033.52732973
56.8181153134949,35.7508061839469,"162",3979761.53984598,7723033.52732973,3980761.53984598,7724033.52732973
56.8426895867167,35.7597893367881,"191",3980761.53984598,7728033.52732973,3981761.53984598,7729033.52732973
56.8377760220565,35.7597893367881,"192",3980761.53984598,7727033.52732973,3981761.53984598,7728033.52732973
56.8328618124527,35.7597893367881,"193",3980761.53984598,7726033.52732973,3981761.53984598,7727033.52732973
56.8279469578568,35.7597893367881,"194",3980761.53984598,7725033.52732973,3981761.53984598,7726033.52732973
56.8230314582204,35.7597893367881,"195",3980761.53984598,7724033.52732973,3981761.53984598,7725033.52732973
56.8181153134949,35.7597893367881,"196",3980761.53984598,7723033.52732973,3981761.53984598,7724033.52732973
56.8525147814005,35.7687724896293,"223",3981761.53984598,7730033.52732973,3982761.53984598,7731033.52732973
56.8476025064819,35.7687724896293,"224",3981761.53984598,7729033.52732973,3982761.53984598,7730033.52732973
56.8426895867167,35.7687724896293,"225",3981761.53984598,7728033.52732973,3982761.53984598,7729033.52732973
56.8377760220565,35.7687724896293,"226",3981761.53984598,7727033.52732973,3982761.53984598,7728033.52732973
56.8328618124527,35.7687724896293,"227",3981761.53984598,7726033.52732973,3982761.53984598,7727033.52732973
56.8279469578568,35.7687724896293,"228",3981761.53984598,7725033.52732973,3982761.53984598,7726033.52732973
56.8230314582204,35.7687724896293,"229",3981761.53984598,7724033.52732973,3982761.53984598,7725033.52732973
56.8525147814005,35.7777556424705,"257",3982761.53984598,7730033.52732973,3983761.53984598,7731033.52732973
56.8476025064819,35.7777556424705,"258",3982761.53984598,7729033.52732973,3983761.53984598,7730033.52732973
56.8426895867167,35.7777556424705,"259",3982761.53984598,7728033.52732973,3983761.53984598,7729033.52732973
56.8377760220565,35.7777556424705,"260",3982761.53984598,7727033.52732973,3983761.53984598,7728033.52732973
56.8328618124527,35.7777556424705,"261",3982761.53984598,7726033.52732973,3983761.53984598,7727033.52732973
56.8279469578568,35.7777556424705,"262",3982761.53984598,7725033.52732973,3983761.53984598,7726033.52732973
56.8966962455864,35.7867387953116,"282",3983761.53984598,7739033.52732973,3984761.53984598,7740033.52732973
56.891789772101,35.7867387953116,"283",3983761.53984598,7738033.52732973,3984761.53984598,7739033.52732973
56.8525147814005,35.7867387953116,"291",3983761.53984598,7730033.52732973,3984761.53984598,7731033.52732973
56.8476025064819,35.7867387953116,"292",3983761.53984598,7729033.52732973,3984761.53984598,7730033.52732973
56.8426895867167,35.7867387953116,"293",3983761.53984598,7728033.52732973,3984761.53984598,7729033.52732973
56.8377760220565,35.7867387953116,"294",3983761.53984598,7727033.52732973,3984761.53984598,7728033.52732973
56.8328618124527,35.7867387953116,"295",3983761.53984598,7726033.52732973,3984761.53984598,7727033.52732973
56.8279469578568,35.7867387953116,"296",3983761.53984598,7725033.52732973,3984761.53984598,7726033.52732973
56.891789772101,35.7957219481528,"317",3984761.53984598,7738033.52732973,3985761.53984598,7739033.52732973
56.8868826542063,35.7957219481528,"318",3984761.53984598,7737033.52732973,3985761.53984598,7738033.52732973
56.8623373968923,35.7957219481528,"323",3984761.53984598,7732033.52732973,3985761.53984598,7733033.52732973
56.8574264115211,35.7957219481528,"324",3984761.53984598,7731033.52732973,3985761.53984598,7732033.52732973
56.8525147814005,35.7957219481528,"325",3984761.53984598,7730033.52732973,3985761.53984598,7731033.52732973
56.8476025064819,35.7957219481528,"326",3984761.53984598,7729033.52732973,3985761.53984598,7730033.52732973
56.8426895867167,35.7957219481528,"327",3984761.53984598,7728033.52732973,3985761.53984598,7729033.52732973
56.8377760220565,35.7957219481528,"328",3984761.53984598,7727033.52732973,3985761.53984598,7728033.52732973
56.8328618124527,35.7957219481528,"329",3984761.53984598,7726033.52732973,3985761.53984598,7727033.52732973
56.8279469578568,35.7957219481528,"330",3984761.53984598,7725033.52732973,3985761.53984598,7726033.52732973
56.9016020747111,35.804705100994,"349",3985761.53984598,7740033.52732973,3986761.53984598,7741033.52732973
56.8966962455864,35.804705100994,"350",3985761.53984598,7739033.52732973,3986761.53984598,7740033.52732973
56.891789772101,35.804705100994,"351",3985761.53984598,7738033.52732973,3986761.53984598,7739033.52732973
56.8868826542063,35.804705100994,"352",3985761.53984598,7737033.52732973,3986761.53984598,7738033.52732973
56.8819748918538,35.804705100994,"353",3985761.53984598,7736033.52732973,3986761.53984598,7737033.52732973
56.8721574335805,35.804705100994,"355",3985761.53984598,7734033.52732973,3986761.53984598,7735033.52732973
56.8672477375625,35.804705100994,"356",3985761.53984598,7733033.52732973,3986761.53984598,7734033.52732973
56.8623373968923,35.804705100994,"357",3985761.53984598,7732033.52732973,3986761.53984598,7733033.52732973
56.8574264115211,35.804705100994,"358",3985761.53984598,7731033.52732973,3986761.53984598,7732033.52732973
56.8525147814005,35.804705100994,"359",3985761.53984598,7730033.52732973,3986761.53984598,7731033.52732973
56.8476025064819,35.804705100994,"360",3985761.53984598,7729033.52732973,3986761.53984598,7730033.52732973
56.8426895867167,35.804705100994,"361",3985761.53984598,7728033.52732973,3986761.53984598,7729033.52732973
56.8377760220565,35.804705100994,"362",3985761.53984598,7727033.52732973,3986761.53984598,7728033.52732973
56.8328618124527,35.804705100994,"363",3985761.53984598,7726033.52732973,3986761.53984598,7727033.52732973
56.9016020747111,35.8136882538352,"383",3986761.53984598,7740033.52732973,3987761.53984598,7741033.52732973
56.8966962455864,35.8136882538352,"384",3986761.53984598,7739033.52732973,3987761.53984598,7740033.52732973
56.891789772101,35.8136882538352,"385",3986761.53984598,7738033.52732973,3987761.53984598,7739033.52732973
56.8868826542063,35.8136882538352,"386",3986761.53984598,7737033.52732973,3987761.53984598,7738033.52732973
56.8819748918538,35.8136882538352,"387",3986761.53984598,7736033.52732973,3987761.53984598,7737033.52732973
56.8770664849947,35.8136882538352,"388",3986761.53984598,7735033.52732973,3987761.53984598,7736033.52732973
56.8721574335805,35.8136882538352,"389",3986761.53984598,7734033.52732973,3987761.53984598,7735033.52732973
56.8672477375625,35.8136882538352,"390",3986761.53984598,7733033.52732973,3987761.53984598,7734033.52732973
56.8623373968923,35.8136882538352,"391",3986761.53984598,7732033.52732973,3987761.53984598,7733033.52732973
56.8574264115211,35.8136882538352,"392",3986761.53984598,7731033.52732973,3987761.53984598,7732033.52732973
56.8525147814005,35.8136882538352,"393",3986761.53984598,7730033.52732973,3987761.53984598,7731033.52732973
56.8476025064819,35.8136882538352,"394",3986761.53984598,7729033.52732973,3987761.53984598,7730033.52732973
56.8426895867167,35.8136882538352,"395",3986761.53984598,7728033.52732973,3987761.53984598,7729033.52732973
56.8377760220565,35.8136882538352,"396",3986761.53984598,7727033.52732973,3987761.53984598,7728033.52732973
56.8328618124527,35.8136882538352,"397",3986761.53984598,7726033.52732973,3987761.53984598,7727033.52732973
56.906507259524,35.8226714066764,"416",3987761.53984598,7741033.52732973,3988761.53984598,7742033.52732973
56.9016020747111,35.8226714066764,"417",3987761.53984598,7740033.52732973,3988761.53984598,7741033.52732973
56.8966962455864,35.8226714066764,"418",3987761.53984598,7739033.52732973,3988761.53984598,7740033.52732973
56.891789772101,35.8226714066764,"419",3987761.53984598,7738033.52732973,3988761.53984598,7739033.52732973
56.8868826542063,35.8226714066764,"420",3987761.53984598,7737033.52732973,3988761.53984598,7738033.52732973
56.8819748918538,35.8226714066764,"421",3987761.53984598,7736033.52732973,3988761.53984598,7737033.52732973
56.8770664849947,35.8226714066764,"422",3987761.53984598,7735033.52732973,3988761.53984598,7736033.52732973
56.8721574335805,35.8226714066764,"423",3987761.53984598,7734033.52732973,3988761.53984598,7735033.52732973
56.8672477375625,35.8226714066764,"424",3987761.53984598,7733033.52732973,3988761.53984598,7734033.52732973
56.8623373968923,35.8226714066764,"425",3987761.53984598,7732033.52732973,3988761.53984598,7733033.52732973
56.8574264115211,35.8226714066764,"426",3987761.53984598,7731033.52732973,3988761.53984598,7732033.52732973
56.8525147814005,35.8226714066764,"427",3987761.53984598,7730033.52732973,3988761.53984598,7731033.52732973
56.8476025064819,35.8226714066764,"428",3987761.53984598,7729033.52732973,3988761.53984598,7730033.52732973
56.8426895867167,35.8226714066764,"429",3987761.53984598,7728033.52732973,3988761.53984598,7729033.52732973
56.8377760220565,35.8226714066764,"430",3987761.53984598,7727033.52732973,3988761.53984598,7728033.52732973
56.8328618124527,35.8226714066764,"431",3987761.53984598,7726033.52732973,3988761.53984598,7727033.52732973
56.906507259524,35.8316545595176,"450",3988761.53984598,7741033.52732973,3989761.53984598,7742033.52732973
56.9016020747111,35.8316545595176,"451",3988761.53984598,7740033.52732973,3989761.53984598,7741033.52732973
56.8966962455864,35.8316545595176,"452",3988761.53984598,7739033.52732973,3989761.53984598,7740033.52732973
56.891789772101,35.8316545595176,"453",3988761.53984598,7738033.52732973,3989761.53984598,7739033.52732973
56.8868826542063,35.8316545595176,"454",3988761.53984598,7737033.52732973,3989761.53984598,7738033.52732973
56.8819748918538,35.8316545595176,"455",3988761.53984598,7736033.52732973,3989761.53984598,7737033.52732973
56.8770664849947,35.8316545595176,"456",3988761.53984598,7735033.52732973,3989761.53984598,7736033.52732973
56.8721574335805,35.8316545595176,"457",3988761.53984598,7734033.52732973,3989761.53984598,7735033.52732973
56.8672477375625,35.8316545595176,"458",3988761.53984598,7733033.52732973,3989761.53984598,7734033.52732973
56.8623373968923,35.8316545595176,"459",3988761.53984598,7732033.52732973,3989761.53984598,7733033.52732973
56.8574264115211,35.8316545595176,"460",3988761.53984598,7731033.52732973,3989761.53984598,7732033.52732973
56.8525147814005,35.8316545595176,"461",3988761.53984598,7730033.52732973,3989761.53984598,7731033.52732973
56.8476025064819,35.8316545595176,"462",3988761.53984598,7729033.52732973,3989761.53984598,7730033.52732973
56.8426895867167,35.8316545595176,"463",3988761.53984598,7728033.52732973,3989761.53984598,7729033.52732973
56.8377760220565,35.8316545595176,"464",3988761.53984598,7727033.52732973,3989761.53984598,7728033.52732973
56.8328618124527,35.8316545595176,"465",3988761.53984598,7726033.52732973,3989761.53984598,7727033.52732973
56.8279469578568,35.8316545595176,"466",3988761.53984598,7725033.52732973,3989761.53984598,7726033.52732973
56.8230314582204,35.8316545595176,"467",3988761.53984598,7724033.52732973,3989761.53984598,7725033.52732973
56.9016020747111,35.8406377123588,"485",3989761.53984598,7740033.52732973,3990761.53984598,7741033.52732973
56.8966962455864,35.8406377123588,"486",3989761.53984598,7739033.52732973,3990761.53984598,7740033.52732973
56.891789772101,35.8406377123588,"487",3989761.53984598,7738033.52732973,3990761.53984598,7739033.52732973
56.8868826542063,35.8406377123588,"488",3989761.53984598,7737033.52732973,3990761.53984598,7738033.52732973
56.8819748918538,35.8406377123588,"489",3989761.53984598,7736033.52732973,3990761.53984598,7737033.52732973
56.8770664849947,35.8406377123588,"490",3989761.53984598,7735033.52732973,3990761.53984598,7736033.52732973
56.8721574335805,35.8406377123588,"491",3989761.53984598,7734033.52732973,3990761.53984598,7735033.52732973
56.8672477375625,35.8406377123588,"492",3989761.53984598,7733033.52732973,3990761.53984598,7734033.52732973
56.8623373968923,35.8406377123588,"493",3989761.53984598,7732033.52732973,3990761.53984598,7733033.52732973
56.8574264115211,35.8406377123588,"494",3989761.53984598,7731033.52732973,3990761.53984598,7732033.52732973
56.8525147814005,35.8406377123588,"495",3989761.53984598,7730033.52732973,3990761.53984598,7731033.52732973
56.8476025064819,35.8406377123588,"496",3989761.53984598,7729033.52732973,3990761.53984598,7730033.52732973
56.8426895867167,35.8406377123588,"497",3989761.53984598,7728033.52732973,3990761.53984598,7729033.52732973
56.8377760220565,35.8406377123588,"498",3989761.53984598,7727033.52732973,3990761.53984598,7728033.52732973
56.8328618124527,35.8406377123588,"499",3989761.53984598,7726033.52732973,3990761.53984598,7727033.52732973
56.8279469578568,35.8406377123588,"500",3989761.53984598,7725033.52732973,3990761.53984598,7726033.52732973
56.8966962455864,35.8496208652,"520",3990761.53984598,7739033.52732973,3991761.53984598,7740033.52732973
56.891789772101,35.8496208652,"521",3990761.53984598,7738033.52732973,3991761.53984598,7739033.52732973
56.8868826542063,35.8496208652,"522",3990761.53984598,7737033.52732973,3991761.53984598,7738033.52732973
56.8819748918538,35.8496208652,"523",3990761.53984598,7736033.52732973,3991761.53984598,7737033.52732973
56.8770664849947,35.8496208652,"524",3990761.53984598,7735033.52732973,3991761.53984598,7736033.52732973
56.8721574335805,35.8496208652,"525",3990761.53984598,7734033.52732973,3991761.53984598,7735033.52732973
56.8672477375625,35.8496208652,"526",3990761.53984598,7733033.52732973,3991761.53984598,7734033.52732973
56.8623373968923,35.8496208652,"527",3990761.53984598,7732033.52732973,3991761.53984598,7733033.52732973
56.8574264115211,35.8496208652,"528",3990761.53984598,7731033.52732973,3991761.53984598,7732033.52732973
56.8525147814005,35.8496208652,"529",3990761.53984598,7730033.52732973,3991761.53984598,7731033.52732973
56.8476025064819,35.8496208652,"530",3990761.53984598,7729033.52732973,3991761.53984598,7730033.52732973
56.8426895867167,35.8496208652,"531",3990761.53984598,7728033.52732973,3991761.53984598,7729033.52732973
56.8377760220565,35.8496208652,"532",3990761.53984598,7727033.52732973,3991761.53984598,7728033.52732973
56.8328618124527,35.8496208652,"533",3990761.53984598,7726033.52732973,3991761.53984598,7727033.52732973
56.8279469578568,35.8496208652,"534",3990761.53984598,7725033.52732973,3991761.53984598,7726033.52732973
56.8966962455864,35.8586040180412,"554",3991761.53984598,7739033.52732973,3992761.53984598,7740033.52732973
56.891789772101,35.8586040180412,"555",3991761.53984598,7738033.52732973,3992761.53984598,7739033.52732973
56.8868826542063,35.8586040180412,"556",3991761.53984598,7737033.52732973,3992761.53984598,7738033.52732973
56.8819748918538,35.8586040180412,"557",3991761.53984598,7736033.52732973,3992761.53984598,7737033.52732973
56.8770664849947,35.8586040180412,"558",3991761.53984598,7735033.52732973,3992761.53984598,7736033.52732973
56.8721574335805,35.8586040180412,"559",3991761.53984598,7734033.52732973,3992761.53984598,7735033.52732973
56.8672477375625,35.8586040180412,"560",3991761.53984598,7733033.52732973,3992761.53984598,7734033.52732973
56.8623373968923,35.8586040180412,"561",3991761.53984598,7732033.52732973,3992761.53984598,7733033.52732973
56.8574264115211,35.8586040180412,"562",3991761.53984598,7731033.52732973,3992761.53984598,7732033.52732973
56.8525147814005,35.8586040180412,"563",3991761.53984598,7730033.52732973,3992761.53984598,7731033.52732973
56.8476025064819,35.8586040180412,"564",3991761.53984598,7729033.52732973,3992761.53984598,7730033.52732973
56.8426895867167,35.8586040180412,"565",3991761.53984598,7728033.52732973,3992761.53984598,7729033.52732973
56.8377760220565,35.8586040180412,"566",3991761.53984598,7727033.52732973,3992761.53984598,7728033.52732973
56.8328618124527,35.8586040180412,"567",3991761.53984598,7726033.52732973,3992761.53984598,7727033.52732973
56.8279469578568,35.8586040180412,"568",3991761.53984598,7725033.52732973,3992761.53984598,7726033.52732973
56.8230314582204,35.8586040180412,"569",3991761.53984598,7724033.52732973,3992761.53984598,7725033.52732973
56.8966962455864,35.8675871708824,"588",3992761.53984598,7739033.52732973,3993761.53984598,7740033.52732973
56.891789772101,35.8675871708824,"589",3992761.53984598,7738033.52732973,3993761.53984598,7739033.52732973
56.8868826542063,35.8675871708824,"590",3992761.53984598,7737033.52732973,3993761.53984598,7738033.52732973
56.8819748918538,35.8675871708824,"591",3992761.53984598,7736033.52732973,3993761.53984598,7737033.52732973
56.8770664849947,35.8675871708824,"592",3992761.53984598,7735033.52732973,3993761.53984598,7736033.52732973
56.8721574335805,35.8675871708824,"593",3992761.53984598,7734033.52732973,3993761.53984598,7735033.52732973
56.8672477375625,35.8675871708824,"594",3992761.53984598,7733033.52732973,3993761.53984598,7734033.52732973
56.8623373968923,35.8675871708824,"595",3992761.53984598,7732033.52732973,3993761.53984598,7733033.52732973
56.8574264115211,35.8675871708824,"596",3992761.53984598,7731033.52732973,3993761.53984598,7732033.52732973
56.8525147814005,35.8675871708824,"597",3992761.53984598,7730033.52732973,3993761.53984598,7731033.52732973
56.8476025064819,35.8675871708824,"598",3992761.53984598,7729033.52732973,3993761.53984598,7730033.52732973
56.8426895867167,35.8675871708824,"599",3992761.53984598,7728033.52732973,3993761.53984598,7729033.52732973
56.8377760220565,35.8675871708824,"600",3992761.53984598,7727033.52732973,3993761.53984598,7728033.52732973
56.8328618124527,35.8675871708824,"601",3992761.53984598,7726033.52732973,3993761.53984598,7727033.52732973
56.8279469578568,35.8675871708824,"602",3992761.53984598,7725033.52732973,3993761.53984598,7726033.52732973
56.8230314582204,35.8675871708824,"603",3992761.53984598,7724033.52732973,3993761.53984598,7725033.52732973
56.9163156964085,35.8765703237236,"618",3993761.53984598,7743033.52732973,3994761.53984598,7744033.52732973
56.9114118000735,35.8765703237236,"619",3993761.53984598,7742033.52732973,3994761.53984598,7743033.52732973
56.891789772101,35.8765703237236,"623",3993761.53984598,7738033.52732973,3994761.53984598,7739033.52732973
56.8868826542063,35.8765703237236,"624",3993761.53984598,7737033.52732973,3994761.53984598,7738033.52732973
56.8819748918538,35.8765703237236,"625",3993761.53984598,7736033.52732973,3994761.53984598,7737033.52732973
56.8770664849947,35.8765703237236,"626",3993761.53984598,7735033.52732973,3994761.53984598,7736033.52732973
56.8721574335805,35.8765703237236,"627",3993761.53984598,7734033.52732973,3994761.53984598,7735033.52732973
56.8672477375625,35.8765703237236,"628",3993761.53984598,7733033.52732973,3994761.53984598,7734033.52732973
56.8623373968923,35.8765703237236,"629",3993761.53984598,7732033.52732973,3994761.53984598,7733033.52732973
56.8574264115211,35.8765703237236,"630",3993761.53984598,7731033.52732973,3994761.53984598,7732033.52732973
56.8525147814005,35.8765703237236,"631",3993761.53984598,7730033.52732973,3994761.53984598,7731033.52732973
56.8476025064819,35.8765703237236,"632",3993761.53984598,7729033.52732973,3994761.53984598,7730033.52732973
56.8426895867167,35.8765703237236,"633",3993761.53984598,7728033.52732973,3994761.53984598,7729033.52732973
56.8377760220565,35.8765703237236,"634",3993761.53984598,7727033.52732973,3994761.53984598,7728033.52732973
56.8328618124527,35.8765703237236,"635",3993761.53984598,7726033.52732973,3994761.53984598,7727033.52732973
56.8279469578568,35.8765703237236,"636",3993761.53984598,7725033.52732973,3994761.53984598,7726033.52732973
56.8230314582204,35.8765703237236,"637",3993761.53984598,7724033.52732973,3994761.53984598,7725033.52732973
56.8181153134949,35.8765703237236,"638",3993761.53984598,7723033.52732973,3994761.53984598,7724033.52732973
56.813198523632,35.8765703237236,"639",3993761.53984598,7722033.52732973,3994761.53984598,7723033.52732973
56.8082810885831,35.8765703237236,"640",3993761.53984598,7721033.52732973,3994761.53984598,7722033.52732973
56.9212189485775,35.8855534765648,"651",3994761.53984598,7744033.52732973,3995761.53984598,7745033.52732973
56.9163156964085,35.8855534765648,"652",3994761.53984598,7743033.52732973,3995761.53984598,7744033.52732973
56.9114118000735,35.8855534765648,"653",3994761.53984598,7742033.52732973,3995761.53984598,7743033.52732973
56.891789772101,35.8855534765648,"657",3994761.53984598,7738033.52732973,3995761.53984598,7739033.52732973
56.8868826542063,35.8855534765648,"658",3994761.53984598,7737033.52732973,3995761.53984598,7738033.52732973
56.8819748918538,35.8855534765648,"659",3994761.53984598,7736033.52732973,3995761.53984598,7737033.52732973
56.8770664849947,35.8855534765648,"660",3994761.53984598,7735033.52732973,3995761.53984598,7736033.52732973
56.8721574335805,35.8855534765648,"661",3994761.53984598,7734033.52732973,3995761.53984598,7735033.52732973
56.8672477375625,35.8855534765648,"662",3994761.53984598,7733033.52732973,3995761.53984598,7734033.52732973
56.8623373968923,35.8855534765648,"663",3994761.53984598,7732033.52732973,3995761.53984598,7733033.52732973
56.8574264115211,35.8855534765648,"664",3994761.53984598,7731033.52732973,3995761.53984598,7732033.52732973
56.8525147814005,35.8855534765648,"665",3994761.53984598,7730033.52732973,3995761.53984598,7731033.52732973
56.8476025064819,35.8855534765648,"666",3994761.53984598,7729033.52732973,3995761.53984598,7730033.52732973
56.8426895867167,35.8855534765648,"667",3994761.53984598,7728033.52732973,3995761.53984598,7729033.52732973
56.8377760220565,35.8855534765648,"668",3994761.53984598,7727033.52732973,3995761.53984598,7728033.52732973
56.8328618124527,35.8855534765648,"669",3994761.53984598,7726033.52732973,3995761.53984598,7727033.52732973
56.8279469578568,35.8855534765648,"670",3994761.53984598,7725033.52732973,3995761.53984598,7726033.52732973
56.8230314582204,35.8855534765648,"671",3994761.53984598,7724033.52732973,3995761.53984598,7725033.52732973
56.8181153134949,35.8855534765648,"672",3994761.53984598,7723033.52732973,3995761.53984598,7724033.52732973
56.813198523632,35.8855534765648,"673",3994761.53984598,7722033.52732973,3995761.53984598,7723033.52732973
56.8082810885831,35.8855534765648,"674",3994761.53984598,7721033.52732973,3995761.53984598,7722033.52732973
56.8033630082998,35.8855534765648,"675",3994761.53984598,7720033.52732973,3995761.53984598,7721033.52732973
56.7984442827337,35.8855534765648,"676",3994761.53984598,7719033.52732973,3995761.53984598,7720033.52732973
56.9261215566294,35.894536629406,"684",3995761.53984598,7745033.52732973,3996761.53984598,7746033.52732973
56.9212189485775,35.894536629406,"685",3995761.53984598,7744033.52732973,3996761.53984598,7745033.52732973
56.9163156964085,35.894536629406,"686",3995761.53984598,7743033.52732973,3996761.53984598,7744033.52732973
56.9114118000735,35.894536629406,"687",3995761.53984598,7742033.52732973,3996761.53984598,7743033.52732973
56.906507259524,35.894536629406,"688",3995761.53984598,7741033.52732973,3996761.53984598,7742033.52732973
56.9016020747111,35.894536629406,"689",3995761.53984598,7740033.52732973,3996761.53984598,7741033.52732973
56.8966962455864,35.894536629406,"690",3995761.53984598,7739033.52732973,3996761.53984598,7740033.52732973
56.891789772101,35.894536629406,"691",3995761.53984598,7738033.52732973,3996761.53984598,7739033.52732973
56.8868826542063,35.894536629406,"692",3995761.53984598,7737033.52732973,3996761.53984598,7738033.52732973
56.8819748918538,35.894536629406,"693",3995761.53984598,7736033.52732973,3996761.53984598,7737033.52732973
56.8770664849947,35.894536629406,"694",3995761.53984598,7735033.52732973,3996761.53984598,7736033.52732973
56.8721574335805,35.894536629406,"695",3995761.53984598,7734033.52732973,3996761.53984598,7735033.52732973
56.8672477375625,35.894536629406,"696",3995761.53984598,7733033.52732973,3996761.53984598,7734033.52732973
56.8623373968923,35.894536629406,"697",3995761.53984598,7732033.52732973,3996761.53984598,7733033.52732973
56.8574264115211,35.894536629406,"698",3995761.53984598,7731033.52732973,3996761.53984598,7732033.52732973
56.8525147814005,35.894536629406,"699",3995761.53984598,7730033.52732973,3996761.53984598,7731033.52732973
56.8476025064819,35.894536629406,"700",3995761.53984598,7729033.52732973,3996761.53984598,7730033.52732973
56.8426895867167,35.894536629406,"701",3995761.53984598,7728033.52732973,3996761.53984598,7729033.52732973
56.8377760220565,35.894536629406,"702",3995761.53984598,7727033.52732973,3996761.53984598,7728033.52732973
56.8328618124527,35.894536629406,"703",3995761.53984598,7726033.52732973,3996761.53984598,7727033.52732973
56.8279469578568,35.894536629406,"704",3995761.53984598,7725033.52732973,3996761.53984598,7726033.52732973
56.8230314582204,35.894536629406,"705",3995761.53984598,7724033.52732973,3996761.53984598,7725033.52732973
56.8181153134949,35.894536629406,"706",3995761.53984598,7723033.52732973,3996761.53984598,7724033.52732973
56.813198523632,35.894536629406,"707",3995761.53984598,7722033.52732973,3996761.53984598,7723033.52732973
56.8082810885831,35.894536629406,"708",3995761.53984598,7721033.52732973,3996761.53984598,7722033.52732973
56.8033630082998,35.894536629406,"709",3995761.53984598,7720033.52732973,3996761.53984598,7721033.52732973
56.7984442827337,35.894536629406,"710",3995761.53984598,7719033.52732973,3996761.53984598,7720033.52732973
56.9310235206129,35.9035197822472,"717",3996761.53984598,7746033.52732973,3997761.53984598,7747033.52732973
56.9261215566294,35.9035197822472,"718",3996761.53984598,7745033.52732973,3997761.53984598,7746033.52732973
56.9212189485775,35.9035197822472,"719",3996761.53984598,7744033.52732973,3997761.53984598,7745033.52732973
56.9163156964085,35.9035197822472,"720",3996761.53984598,7743033.52732973,3997761.53984598,7744033.52732973
56.9114118000735,35.9035197822472,"721",3996761.53984598,7742033.52732973,3997761.53984598,7743033.52732973
56.906507259524,35.9035197822472,"722",3996761.53984598,7741033.52732973,3997761.53984598,7742033.52732973
56.9016020747111,35.9035197822472,"723",3996761.53984598,7740033.52732973,3997761.53984598,7741033.52732973
56.8966962455864,35.9035197822472,"724",3996761.53984598,7739033.52732973,3997761.53984598,7740033.52732973
